age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
38,Unknown,42378,36.0,5.0,20.0,Sports,279.77,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
39,Female,136141,58.0,5.46,30.0,Home & Garden,211.56,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
44,Male,32030,38.0,2.0,19.0,Sports,912.15,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
56,Female,148694,44.0,7.0,13.0,Electronics,326.5,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
68,Other,122661,16.0,4.0,48.0,Groceries,85.44,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
47,Female,54571,57.0,4.0,2.0,Electronics,138.3,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
61,Other,120516,100.0,10.0,47.0,Home & Garden,475.52,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,18,"(13.0, 20.0]",ouro
63,Other,37003,57.0,4.0,25.0,Sports,857.68,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
32,Other,946270,88.0,9.0,30.0,Clothing,703.94,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,18,"(13.0, 20.0]",ouro
44,Other,103191,34.0,5.0,41.0,Clothing,253.63,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
57,Male,137205,18.0,1.0,21.0,Unknown,862.12,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
50,Male,85888,19.0,2.0,25.0,Groceries,910.52,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
38,Male,98053,91.0,7.0,27.0,Electronics,617.64,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
44,Female,130938,98.0,5.0,37.0,Electronics,612.09,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
21,Unknown,107934,32.0,5.0,38.0,Home & Garden,533.18,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
26,Other,149741,51.0,4.0,37.0,Home & Garden,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
63,Other,145117,66.0,7.0,12.0,Sports,971.02,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
21,Other,900000,54.931650893796004,4.0,23.0,Home & Garden,278.15,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
19,Other,105019,84.0,8.0,26.51413612565445,Clothing,735.3,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
65,Female,65576,91.0,5.0,12.0,Clothing,782.55,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
53,Female,130474,74.0,10.0,39.0,Home & Garden,217.92,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,16,"(13.0, 20.0]",ouro
63,Other,77411,20.0,2.0,26.51413612565445,Sports,648.38,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
23,Female,30751,99.0,9.0,26.0,Electronics,696.9,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
20,Male,87520,93.0,4.0,3.0,Groceries,459.87,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
39,Female,53805,71.0,5.0,16.0,Sports,372.03,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Unknown,80320,91.0,5.46,31.0,Electronics,930.97,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
64,Other,84380,69.0,10.0,28.0,Sports,212.08,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
33,Female,58367,11.0,4.0,29.0,Groceries,826.87,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
25,Female,56110,36.0,5.0,42.0,Electronics,389.97,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
46,Male,123037,100.0,1.0,9.0,Home & Garden,617.74,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
45,Female,110174,87.0,5.0,32.0,Home & Garden,388.15,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
41,Female,30074,95.0,8.0,26.51413612565445,Clothing,78.82,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
59,Unknown,98053,75.0,2.0,6.0,Sports,383.64,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
67,Female,104036,56.0,10.0,37.0,Sports,998.98,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
65,Male,124796,4.0,5.0,38.0,Sports,247.96,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
46,Unknown,120914,1.0,1.0,26.51413612565445,Home & Garden,329.9,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
38,Male,78829,73.0,7.0,20.0,Sports,665.25,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
69,Male,105810,57.0,6.0,28.0,Groceries,985.94,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
51,Female,105658,49.0,5.46,9.0,Electronics,785.55,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
25,Female,100053,6.0,5.0,33.0,Electronics,832.57,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
34,Unknown,118622,99.0,4.0,47.0,Sports,122.21,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,15,"(13.0, 20.0]",ouro
37,Unknown,65343,89.0,3.0,2.0,Electronics,668.23,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
67,Female,98053,57.0,3.0,19.0,Sports,670.51,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
28,Male,59278,60.0,2.0,8.0,Home & Garden,362.41,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,8,"(5.999, 11.0]",bronze
55,Female,127542,79.0,8.0,26.51413612565445,Clothing,632.6,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
69,Female,74331,83.0,9.0,11.0,Clothing,341.63,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
69,Female,119075,40.0,8.0,44.0,Home & Garden,866.72,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
54,Other,87418,21.0,2.0,27.0,Groceries,846.76,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
23,Other,37713,11.0,8.0,31.0,Electronics,481.24,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
48,Male,36282,14.0,10.0,3.0,Sports,210.43,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
19,Female,69790,3.0,5.46,26.51413612565445,Groceries,596.63,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
41,Female,147962,90.0,2.0,9.0,Clothing,688.61,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
32,Other,86268,96.0,3.0,21.0,Electronics,643.36,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
63,Male,149062,66.0,9.0,7.0,Clothing,492.3200423280423,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
40,Other,127948,29.0,6.0,26.0,Groceries,144.78,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
36,Male,98053,39.0,10.0,16.0,Groceries,233.08,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
21,Male,42889,12.0,2.0,20.0,Home & Garden,789.92,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
29,Other,141369,42.0,10.0,16.0,Home & Garden,862.54,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
24,Other,119844,78.0,4.0,6.0,Groceries,572.31,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
40,Other,135305,54.0,8.0,29.0,Clothing,831.6,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
63,Unknown,70967,59.0,6.0,10.0,Home & Garden,492.3200423280423,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
20,Female,98213,12.0,5.0,37.0,Home & Garden,902.24,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
43,Female,89856,96.0,3.0,2.0,Clothing,114.47,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
61,Unknown,80988,34.0,8.0,14.0,Clothing,937.86,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
19,Female,105731,9.0,7.0,10.0,Home & Garden,421.08,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
69,Female,117737,6.0,4.0,9.0,Groceries,877.51,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
57,Male,52164,53.0,3.0,36.0,Groceries,710.84,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
44,Other,51327,62.0,5.46,24.0,Unknown,645.43,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
52,Other,101105,11.0,9.0,2.0,Home & Garden,714.72,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
51,Female,97565,48.0,10.0,31.0,Clothing,656.9,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
64,Other,71594,40.0,4.0,42.0,Clothing,487.73,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
46,Male,60671,57.0,5.0,48.0,Home & Garden,817.69,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
46,Female,90871,56.0,4.0,39.0,Clothing,592.97,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
56,Other,36843,46.0,5.46,12.0,Home & Garden,22.15,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,7,"(5.999, 11.0]",bronze
62,Female,96260,30.0,6.0,45.0,Unknown,159.13,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
44,Male,134502,46.0,5.0,5.0,Groceries,394.49,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
41,Male,67039,100.0,1.0,36.0,Electronics,178.68,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
40,Other,142251,90.0,10.0,14.0,Electronics,866.52,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
47,Female,49336,11.0,10.0,11.0,Sports,877.17,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
54,Other,90780,24.0,3.0,46.0,Groceries,824.65,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
20,Male,49308,54.931650893796004,6.0,19.0,Electronics,351.64,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
64,Other,124369,74.0,2.0,3.0,Home & Garden,275.4,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
40,Male,99618,80.0,4.0,22.0,Groceries,15.04,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
29,Female,133291,52.0,4.0,42.0,Clothing,916.28,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
44,Female,100832,90.0,8.0,39.0,Electronics,769.0,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
57,Male,60668,66.0,6.0,28.0,Electronics,984.6,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
32,Female,69782,76.0,1.0,9.0,Home & Garden,803.28,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
52,Other,136827,87.0,5.0,20.0,Sports,322.29,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
48,Other,51565,44.0,5.0,20.0,Groceries,552.48,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
47,Female,98053,25.0,3.0,35.0,Electronics,273.38,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
63,Female,118402,54.931650893796004,5.46,12.0,Sports,828.04,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
23,Female,130546,71.0,9.0,36.0,Sports,799.33,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
46,Male,68970,50.0,9.0,46.0,Clothing,492.3200423280423,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
26,Female,84460,45.0,1.0,33.0,Clothing,219.67,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
47,Other,138199,79.0,10.0,26.51413612565445,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
62,Other,59481,30.0,4.0,35.0,Clothing,121.0,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
62,Female,75974,68.0,4.0,46.0,Groceries,180.09,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
53,Male,56570,29.0,7.0,37.0,Electronics,432.65,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
27,Other,68689,83.0,8.0,33.0,Groceries,782.58,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
31,Female,46106,72.0,7.0,2.0,Sports,59.82,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
50,Male,46524,1.0,4.0,7.0,Unknown,371.62,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,7,"(5.999, 11.0]",bronze
48,Unknown,60382,13.0,3.0,27.0,Electronics,694.59,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
24,Other,147555,65.0,4.0,28.0,Groceries,434.84,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
45,Female,93800,33.0,10.0,32.0,Sports,391.45,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
30,Male,98053,83.0,8.0,17.0,Electronics,238.79,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
27,Male,143992,31.0,2.0,32.0,Unknown,994.1,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
28,Other,126571,82.0,10.0,8.0,Electronics,26.12,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
61,Other,57851,46.0,3.0,5.0,Clothing,492.3200423280423,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,7,"(5.999, 11.0]",bronze
30,Other,120083,47.0,1.0,49.0,Electronics,443.12,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
62,Male,32827,69.0,8.0,2.0,Groceries,468.37,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Other,100399,96.0,2.0,5.0,Clothing,705.64,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
55,Female,105647,94.0,1.0,14.0,Sports,737.91,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
41,Unknown,141605,100.0,4.0,20.0,Home & Garden,693.02,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
57,Female,46563,86.0,4.0,24.0,Electronics,800.46,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
